cust_id,avg_wait_time_sec
CUST_0099,58.0
CUST_0100,55.75
CUST_0101,50.0
CUST_0102,37.25
CUST_0103,55.0
CUST_0104,26.75
CUST_0105,70.875
CUST_0106,69.5
CUST_0107,26.8
CUST_0108,41.55555555555556
CUST_0109,44.875
CUST_0110,58.75
CUST_0111,47.833333333333336
CUST_0112,57.5
CUST_0113,88.33333333333333
CUST_0114,60.75
CUST_0115,19.0
CUST_0116,81.25
CUST_0117,49.0
CUST_0118,17.0
CUST_0119,30.5
CUST_0120,40.333333333333336
CUST_0121,27.833333333333332
CUST_0122,43.5
CUST_0123,29.714285714285715
CUST_0124,47.42857142857143
CUST_0125,56.2
CUST_0126,42.625
CUST_0127,72.4
CUST_0128,29.4
CUST_0129,44.5
CUST_0130,62.333333333333336
CUST_0131,56.8
CUST_0132,58.2
CUST_0133,59.0
CUST_0134,59.6
CUST_0135,48.333333333333336
CUST_0136,47.666666666666664
CUST_0137,87.5
CUST_0138,20.0
CUST_0139,46.0
CUST_0140,49.25
CUST_0141,62.0
CUST_0142,63.0
CUST_0143,47.0
CUST_0144,46.666666666666664
CUST_0145,68.66666666666667
CUST_0146,55.77777777777778
CUST_0147,45.642857142857146
CUST_0148,34.0
CUST_0149,42.2
CUST_0150,68.2
CUST_0151,42.333333333333336
CUST_0152,49.125
CUST_0153,53.666666666666664
CUST_0154,56.6
CUST_0155,26.0
CUST_0156,35.142857142857146
CUST_0157,62.25
CUST_0158,60.666666666666664
CUST_0159,52.25
CUST_0160,39.25
CUST_0161,56.5
CUST_0162,33.166666666666664
CUST_0163,25.0
CUST_0164,42.5
CUST_0165,52.833333333333336
CUST_0166,42.333333333333336
CUST_0167,24.333333333333332
CUST_0168,39.2
CUST_0169,29.714285714285715
CUST_0170,47.0
CUST_0171,43.333333333333336
CUST_0172,56.75
CUST_0173,31.5
CUST_0174,56.375
CUST_0175,59.833333333333336
CUST_0176,66.8
CUST_0177,48.166666666666664
CUST_0178,29.857142857142858
CUST_0179,60.666666666666664
CUST_0180,47.75
CUST_0181,28.0
CUST_0182,60.2
CUST_0183,43.0
CUST_0184,43.0
CUST_0185,85.0
CUST_0186,67.28571428571429
CUST_0187,52.0
CUST_0188,52.4
CUST_0189,45.0
CUST_0190,57.75
CUST_0191,49.25
CUST_0192,52.333333333333336
CUST_0193,61.44444444444444
CUST_0194,60.285714285714285
CUST_0195,61.25
CUST_0196,51.8
CUST_0197,64.66666666666667
CUST_0198,46.166666666666664
CUST_0199,39.0
CUST_0200,50.285714285714285
CUST_0201,56.5
CUST_0202,60.666666666666664
CUST_0203,51.4
CUST_0204,46.5
CUST_0205,29.857142857142858
CUST_0206,41.25
CUST_0207,48.833333333333336
CUST_0208,29.0
CUST_0209,66.71428571428571
CUST_0210,19.0
CUST_0211,6.0
CUST_0212,32.375
CUST_0213,52.0
CUST_0214,46.36363636363637
CUST_0215,71.2
CUST_0216,59.2
CUST_0217,53.4
CUST_0218,32.5
CUST_0219,67.5
CUST_0220,77.25
CUST_0221,64.2
CUST_0222,62.0
CUST_0223,59.2
CUST_0224,70.66666666666667
CUST_0225,43.0
CUST_0226,61.0
CUST_0227,22.5
CUST_0228,53.8
CUST_0229,57.42857142857143
CUST_0230,35.0
CUST_0231,18.5
CUST_0232,47.4
CUST_0233,52.0
CUST_0234,35.833333333333336
CUST_0235,37.5
CUST_0236,56.57142857142857
CUST_0237,39.333333333333336
CUST_0238,48.75
CUST_0239,52.5
CUST_0240,40.25
CUST_0241,42.666666666666664
CUST_0242,61.142857142857146
CUST_0243,60.42857142857143
CUST_0244,59.5
CUST_0245,43.6
CUST_0246,69.2
CUST_0247,34.857142857142854
CUST_0248,51.125
CUST_0249,47.333333333333336
CUST_0250,53.25
CUST_0251,51.6
CUST_0252,39.5
CUST_0253,39.2
CUST_0254,53.5
CUST_0255,17.0
CUST_0256,60.0
CUST_0257,58.0
CUST_0258,58.375
CUST_0259,71.14285714285714
CUST_0260,47.4
CUST_0261,54.4
CUST_0262,39.0
CUST_0263,33.6
CUST_0264,94.0
CUST_0265,62.4
CUST_0266,40.0
CUST_0267,31.666666666666668
CUST_0268,65.6
CUST_0269,53.57142857142857
CUST_0270,43.333333333333336
CUST_0271,66.0
CUST_0272,39.9
CUST_0273,51.6
CUST_0274,61.5
CUST_0275,45.8
CUST_0276,68.33333333333333
CUST_0277,45.5
CUST_0278,34.0
CUST_0279,45.666666666666664
CUST_0280,71.0
CUST_0281,64.16666666666667
CUST_0282,52.714285714285715
CUST_0283,29.8
CUST_0284,63.0
CUST_0285,74.375
CUST_0286,64.75
CUST_0287,61.5
CUST_0288,48.375
CUST_0289,44.75
CUST_0290,49.0
CUST_0291,64.0
CUST_0292,40.42857142857143
CUST_0293,35.8
CUST_0294,29.5
CUST_0295,63.5
CUST_0296,42.5
CUST_0297,58.42857142857143
CUST_0298,36.714285714285715
CUST_0299,69.6
CUST_0300,34.0
CUST_0301,11.666666666666666
CUST_0302,41.125
CUST_0303,40.7
CUST_0304,45.333333333333336
CUST_0305,37.333333333333336
CUST_0306,30.666666666666668
CUST_0307,67.33333333333333
CUST_0308,60.4
CUST_0309,44.0
CUST_0310,50.666666666666664
CUST_0311,45.2
CUST_0312,49.0
CUST_0313,47.0
CUST_0314,81.75
CUST_0315,41.0
CUST_0316,27.0
CUST_0317,62.714285714285715
CUST_0318,50.625
CUST_0319,26.8
CUST_0320,48.833333333333336
CUST_0321,54.666666666666664
CUST_0322,28.8
CUST_0323,24.11111111111111
CUST_0324,70.625
CUST_0325,73.0
CUST_0326,53.0
CUST_0327,48.4
CUST_0328,55.8
CUST_0329,68.25
CUST_0330,50.69230769230769
CUST_0331,41.7
CUST_0332,66.77777777777777
CUST_0333,67.0
CUST_0334,48.6
CUST_0335,59.5
CUST_0336,34.333333333333336
CUST_0337,40.666666666666664
CUST_0338,56.4
CUST_0339,40.8
CUST_0340,61.142857142857146
CUST_0341,38.833333333333336
CUST_0342,27.5
CUST_0343,20.5
CUST_0344,72.0
CUST_0345,26.0
CUST_0346,51.833333333333336
CUST_0347,47.25
CUST_0348,49.4
CUST_0349,32.0
CUST_0350,46.6
CUST_0351,36.25
CUST_0352,34.6
CUST_0353,52.375
CUST_0354,48.42857142857143
CUST_0355,29.75
CUST_0356,53.375
CUST_0357,36.0
CUST_0358,53.333333333333336
CUST_0359,35.25
CUST_0360,3.0
CUST_0361,45.22222222222222
CUST_0362,83.5
CUST_0363,44.6
CUST_0364,32.666666666666664
CUST_0365,37.0
CUST_0366,69.57142857142857
CUST_0367,63.166666666666664
CUST_0368,63.857142857142854
CUST_0369,60.5
CUST_0370,46.166666666666664
CUST_0371,53.4
CUST_0372,63.0
CUST_0373,18.5
CUST_0374,39.142857142857146
CUST_0375,42.166666666666664
CUST_0376,70.0
CUST_0377,70.33333333333333
CUST_0378,68.0
CUST_0379,39.625
CUST_0380,64.75
CUST_0381,48.0
CUST_0382,60.8
CUST_0383,55.875
CUST_0384,56.714285714285715
CUST_0385,35.5
CUST_0386,46.0
CUST_0387,56.5
CUST_0388,60.714285714285715
CUST_0389,54.25
CUST_0390,52.833333333333336
CUST_0391,62.0
CUST_0392,58.833333333333336
CUST_0393,48.375
CUST_0394,16.6
CUST_0396,51.0
CUST_0397,55.0
CUST_0398,28.666666666666668
CUST_0399,61.166666666666664
CUST_0400,65.11111111111111
CUST_0401,31.0
CUST_0402,48.42857142857143
CUST_0403,66.66666666666667
CUST_0404,57.0
CUST_0405,39.0
CUST_0406,63.22222222222222
CUST_0407,69.0
CUST_0408,67.66666666666667
CUST_0409,66.33333333333333
CUST_0410,35.333333333333336
CUST_0411,23.625
CUST_0412,67.0
CUST_0413,56.57142857142857
CUST_0414,38.125
CUST_0415,73.4
CUST_0416,31.8
CUST_0417,52.0
CUST_0418,40.0
CUST_0419,46.166666666666664
CUST_0420,60.666666666666664
CUST_0421,48.142857142857146
CUST_0422,48.333333333333336
CUST_0423,35.57142857142857
CUST_0424,55.333333333333336
CUST_0425,42.5
CUST_0426,29.0
CUST_0427,46.25
CUST_0428,60.9
CUST_0429,45.1
CUST_0430,42.888888888888886
CUST_0431,63.8
CUST_0432,54.5
CUST_0433,47.142857142857146
CUST_0435,66.33333333333333
CUST_0436,52.666666666666664
CUST_0437,55.57142857142857
CUST_0438,48.8
CUST_0439,57.857142857142854
CUST_0440,16.0
CUST_0441,66.5
CUST_0442,43.125
CUST_0443,41.666666666666664
CUST_0444,36.0
CUST_0445,44.5
CUST_0446,54.6
CUST_0447,58.0
CUST_0448,57.5
CUST_0449,44.6
CUST_0450,38.0
CUST_0451,8.0
CUST_0452,48.4
CUST_0453,44.6
CUST_0454,47.5
CUST_0455,78.33333333333333
CUST_0456,90.0
CUST_0457,61.75
CUST_0458,35.0
CUST_0459,59.8
CUST_0460,64.5
CUST_0461,43.0
CUST_0462,55.6
CUST_0463,52.25
CUST_0464,75.5
CUST_0465,25.0
CUST_0466,34.5
CUST_0467,62.25
CUST_0468,60.0
CUST_0469,81.5
CUST_0470,40.875
CUST_0471,20.25
CUST_0472,55.333333333333336
CUST_0473,42.09090909090909
CUST_0474,58.4
CUST_0475,49.0
CUST_0476,57.75
CUST_0477,79.25
CUST_0478,57.8
CUST_0479,31.0
CUST_0480,32.75
CUST_0481,9.0
CUST_0482,46.5
CUST_0483,42.0
CUST_0484,12.0
CUST_0485,29.2
CUST_0486,88.5
CUST_0487,49.666666666666664
CUST_0488,54.1
CUST_0489,59.166666666666664
CUST_0490,65.83333333333333
CUST_0491,39.0
CUST_0492,39.25
CUST_0493,44.714285714285715
CUST_0494,53.4
CUST_0495,39.2
CUST_0496,43.0
CUST_0497,57.0
CUST_0498,46.0
CUST_0499,37.833333333333336
CUST_0500,55.2
CUST_0501,47.2
CUST_0502,53.111111111111114
CUST_0503,28.0
CUST_0504,25.25
CUST_0505,53.5
CUST_0506,59.5
CUST_0507,15.0
CUST_0508,67.5
CUST_0509,50.666666666666664
CUST_0510,76.5
CUST_0511,50.714285714285715
CUST_0512,47.2
CUST_0513,30.2
CUST_0514,64.66666666666667
CUST_0515,64.42857142857143
CUST_0516,60.0
CUST_0517,45.5
CUST_0518,53.0
CUST_0519,66.0
CUST_0520,39.125
CUST_0521,57.142857142857146
CUST_0522,56.0
CUST_0523,29.0
CUST_0524,46.55555555555556
CUST_0525,88.0
CUST_0526,18.5
CUST_0527,49.42857142857143
CUST_0528,38.666666666666664
CUST_0529,56.0
CUST_0530,20.0
CUST_0531,64.75
CUST_0532,65.5
CUST_0533,60.2
CUST_0535,37.285714285714285
CUST_0536,23.0
CUST_0537,69.83333333333333
CUST_0538,31.0
CUST_0539,47.166666666666664
CUST_0540,58.333333333333336
CUST_0541,47.6
CUST_0542,36.5
CUST_0543,80.0
CUST_0544,31.25
CUST_0545,67.75
CUST_0546,61.75
CUST_0547,59.4
CUST_0548,52.0
CUST_0549,28.2
CUST_0550,37.666666666666664
CUST_0551,57.25
CUST_0552,67.0
CUST_0553,70.5
CUST_0554,47.375
CUST_0555,41.0
CUST_0556,92.0
CUST_0557,58.5
CUST_0558,51.0
CUST_0559,43.0
CUST_0560,66.2
CUST_0561,83.0
CUST_0562,36.0
CUST_0563,89.0
CUST_0564,50.333333333333336
CUST_0565,44.0
CUST_0566,31.5
CUST_0567,30.166666666666668
CUST_0568,39.166666666666664
CUST_0569,55.0
CUST_0570,47.142857142857146
CUST_0571,49.666666666666664
CUST_0572,82.66666666666667
CUST_0573,32.714285714285715
CUST_0574,62.0
CUST_0575,45.4
CUST_0576,34.75
CUST_0577,59.5
CUST_0578,73.25
CUST_0579,63.666666666666664
CUST_0580,79.0
CUST_0581,66.66666666666667
CUST_0582,50.5
CUST_0583,62.625
CUST_0584,59.166666666666664
CUST_0585,55.5
CUST_0586,52.0
CUST_0588,61.666666666666664
CUST_0589,54.75
CUST_0590,39.75
CUST_0591,63.0
CUST_0592,34.6
CUST_0593,67.8
CUST_0594,50.0
CUST_0595,29.75
CUST_0596,43.166666666666664
CUST_0597,62.4
CUST_0598,82.0
CUST_0599,50.166666666666664
CUST_0600,39.833333333333336
CUST_0601,44.0
CUST_0602,40.833333333333336
CUST_0603,42.333333333333336
CUST_0604,50.8
CUST_0605,35.142857142857146
CUST_0606,99.0
CUST_0607,50.333333333333336
CUST_0608,32.166666666666664
CUST_0609,53.0
CUST_0610,57.666666666666664
CUST_0611,48.6
CUST_0612,68.75
CUST_0613,47.285714285714285
CUST_0614,64.8
CUST_0615,76.0
CUST_0616,44.0
CUST_0617,58.875
CUST_0618,53.0
CUST_0619,42.833333333333336
CUST_0620,29.5
CUST_0621,49.5
CUST_0622,50.666666666666664
CUST_0623,71.0
CUST_0624,59.333333333333336
CUST_0625,42.0
CUST_0626,62.8
CUST_0627,67.8
CUST_0628,59.5
CUST_0629,64.0
CUST_0630,29.0
CUST_0631,57.9
CUST_0632,34.4
CUST_0633,54.6
CUST_0634,38.0
CUST_0635,62.0
CUST_0636,42.25
CUST_0637,44.833333333333336
CUST_0638,20.0
CUST_0639,64.2
CUST_0640,61.888888888888886
CUST_0641,62.0
CUST_0642,47.111111111111114
CUST_0643,57.857142857142854
CUST_0644,43.8
CUST_0645,58.333333333333336
CUST_0646,43.333333333333336
CUST_0647,28.0
CUST_0648,37.0
CUST_0649,55.625
CUST_0650,27.333333333333332
CUST_0651,53.2
CUST_0652,32.666666666666664
CUST_0653,65.6
CUST_0654,23.333333333333332
CUST_0655,56.0
CUST_0656,16.666666666666668
CUST_0657,36.4
CUST_0658,34.5
CUST_0659,47.0
CUST_0660,62.5
CUST_0661,23.5
CUST_0662,36.714285714285715
CUST_0663,56.714285714285715
CUST_0664,18.6
CUST_0665,46.0
CUST_0666,78.14285714285714
CUST_0667,49.333333333333336
CUST_0668,71.66666666666667
CUST_0669,62.666666666666664
CUST_0670,46.25
CUST_0671,49.5
CUST_0672,33.666666666666664
CUST_0673,40.75
CUST_0674,43.875
CUST_0675,50.333333333333336
CUST_0676,22.333333333333332
CUST_0677,56.5
CUST_0678,56.75
CUST_0679,54.0
CUST_0680,58.75
CUST_0681,63.42857142857143
CUST_0682,49.5
CUST_0683,60.0
CUST_0684,58.857142857142854
CUST_0685,21.5
CUST_0686,60.333333333333336
CUST_0687,66.0
CUST_0688,14.0
CUST_0689,54.666666666666664
CUST_0690,47.0
CUST_0691,51.0
CUST_0692,43.0
CUST_0693,57.8
CUST_0694,13.0
CUST_0695,49.55555555555556
CUST_0696,35.125
CUST_0697,50.285714285714285
CUST_0698,50.375
CUST_0699,53.8
CUST_0700,65.25
CUST_0701,47.2
CUST_0702,26.8
CUST_0703,54.57142857142857
CUST_0704,6.0
CUST_0705,69.25
CUST_0706,49.5
CUST_0707,46.0
CUST_0708,51.166666666666664
CUST_0709,34.666666666666664
CUST_0710,28.833333333333332
CUST_0711,24.0
CUST_0712,68.8
CUST_0713,53.5
CUST_0714,57.8
CUST_0715,63.625
CUST_0716,36.0
CUST_0717,76.16666666666667
CUST_0718,91.66666666666667
CUST_0719,47.333333333333336
CUST_0720,59.333333333333336
CUST_0721,55.75
CUST_0722,9.666666666666666
CUST_0723,48.75
CUST_0724,57.5
CUST_0725,55.0
CUST_0726,66.16666666666667
CUST_0727,53.0
CUST_0728,43.09090909090909
CUST_0729,74.0
CUST_0730,66.42857142857143
CUST_0731,80.0
CUST_0732,45.6
CUST_0733,48.5
CUST_0734,43.0
CUST_0735,57.2
CUST_0736,53.666666666666664
CUST_0737,36.5
CUST_0738,63.0
CUST_0739,44.2
CUST_0740,55.333333333333336
CUST_0741,49.125
CUST_0742,37.333333333333336
CUST_0743,50.5
CUST_0744,67.0
CUST_0745,35.5
CUST_0746,51.0
CUST_0747,48.666666666666664
CUST_0748,60.714285714285715
CUST_0749,35.5
CUST_0750,31.666666666666668
CUST_0751,19.666666666666668
CUST_0752,52.666666666666664
CUST_0753,88.0
CUST_0754,62.0
CUST_0755,71.75
CUST_0756,68.33333333333333
CUST_0758,56.5
CUST_0759,35.0
CUST_0760,53.2
CUST_0761,56.5
CUST_0762,61.6
CUST_0763,26.8
CUST_0764,55.0
CUST_0765,25.2
CUST_0766,42.0
CUST_0767,45.0
CUST_0768,16.2
CUST_0769,34.285714285714285
CUST_0770,49.8
CUST_0771,43.0
CUST_0772,63.333333333333336
CUST_0773,62.666666666666664
CUST_0774,76.4
CUST_0775,30.8
CUST_0776,35.6
CUST_0777,63.75
CUST_0778,49.125
CUST_0779,44.0
CUST_0780,47.0
CUST_0781,85.71428571428571
CUST_0782,46.5
CUST_0783,45.333333333333336
CUST_0784,51.77777777777778
CUST_0785,36.0
CUST_0786,51.0
CUST_0787,57.4
CUST_0788,50.125
CUST_0789,53.875
CUST_0790,32.4
CUST_0791,42.166666666666664
CUST_0792,52.333333333333336
CUST_0793,39.833333333333336
CUST_0794,48.0
CUST_0795,57.25
CUST_0796,73.0
CUST_0797,66.8
CUST_0798,45.75
CUST_0799,67.14285714285714
CUST_0800,54.5
CUST_0801,35.833333333333336
CUST_0802,28.166666666666668
CUST_0803,51.4
CUST_0804,37.54545454545455
CUST_0805,49.142857142857146
CUST_0806,51.666666666666664
CUST_0807,51.0
CUST_0808,28.0
CUST_0809,42.57142857142857
CUST_0810,52.77777777777778
CUST_0811,29.125
CUST_0812,49.833333333333336
CUST_0813,41.25
CUST_0814,56.666666666666664
CUST_0815,38.166666666666664
CUST_0816,32.4
CUST_0817,72.33333333333333
CUST_0818,63.166666666666664
CUST_0819,29.4
CUST_0820,40.44444444444444
CUST_0821,47.5
CUST_0822,51.8
CUST_0823,33.5
CUST_0824,64.0
CUST_0825,32.57142857142857
CUST_0826,37.666666666666664
CUST_0827,69.28571428571429
CUST_0828,80.0
CUST_0829,24.0
CUST_0830,38.666666666666664
CUST_0831,48.0
CUST_0832,42.6
CUST_0833,76.0
CUST_0834,54.285714285714285
CUST_0835,59.5
CUST_0836,28.75
CUST_0837,39.0
CUST_0838,84.0
CUST_0839,62.0
CUST_0840,36.75
CUST_0841,40.666666666666664
CUST_0842,38.4
CUST_0843,70.66666666666667
CUST_0844,61.333333333333336
CUST_0845,49.0
CUST_0846,66.66666666666667
CUST_0847,43.8
CUST_0848,40.0
CUST_0849,52.75
CUST_0850,41.0
CUST_0851,43.4
CUST_0852,47.5
CUST_0853,57.44444444444444
CUST_0854,39.6
CUST_0855,27.2
CUST_0856,29.666666666666668
CUST_0857,45.666666666666664
CUST_0858,36.0
CUST_0859,48.333333333333336
CUST_0860,67.0
CUST_0861,49.5
CUST_0862,84.0
CUST_0863,61.75
CUST_0864,29.857142857142858
CUST_0865,47.125
CUST_0866,53.857142857142854
CUST_0867,42.5
CUST_0868,43.0
CUST_0869,67.0
CUST_0870,48.285714285714285
CUST_0871,48.5
CUST_0872,44.42857142857143
CUST_0873,62.75
CUST_0874,69.75
CUST_0875,49.25
CUST_0876,53.333333333333336
CUST_0878,65.66666666666667
CUST_0879,48.75
CUST_0880,63.42857142857143
CUST_0881,56.125
CUST_0882,53.4
CUST_0883,46.0
CUST_0884,57.6
CUST_0885,54.75
CUST_0886,38.666666666666664
CUST_0887,21.666666666666668
CUST_0888,80.33333333333333
CUST_0889,59.6
CUST_0890,34.333333333333336
CUST_0891,29.8
CUST_0892,43.5
CUST_0893,49.333333333333336
CUST_0894,62.833333333333336
CUST_0895,59.142857142857146
CUST_0896,51.25
CUST_0897,66.2
CUST_0898,47.333333333333336
CUST_0899,59.857142857142854
CUST_0900,62.666666666666664
CUST_0901,73.0
CUST_0902,38.666666666666664
CUST_0903,61.111111111111114
CUST_0904,58.333333333333336
CUST_0905,53.25
CUST_0906,58.714285714285715
CUST_0907,41.8
CUST_0908,47.25
CUST_0909,17.75
CUST_0910,32.333333333333336
CUST_0911,57.0
CUST_0912,73.25
CUST_0913,75.5
CUST_0914,45.5
CUST_0915,54.0
CUST_0916,25.5
CUST_0917,44.333333333333336
CUST_0918,45.5
CUST_0919,37.666666666666664
CUST_0920,39.0
CUST_0921,42.0
CUST_0922,47.2
CUST_0923,77.0
CUST_0924,73.71428571428571
CUST_0925,77.0
CUST_0927,58.333333333333336
CUST_0928,41.5
CUST_0929,35.6
CUST_0930,46.2
CUST_0931,63.0
CUST_0932,31.75
CUST_0933,61.333333333333336
CUST_0934,55.42857142857143
CUST_0935,56.0
CUST_0936,74.75
CUST_0937,53.0
CUST_0938,45.8
CUST_0939,28.333333333333332
CUST_0940,47.833333333333336
CUST_0941,61.0
CUST_0942,14.666666666666666
CUST_0943,45.0
CUST_0944,49.5
CUST_0945,30.0
CUST_0946,51.0
CUST_0947,43.875
CUST_0948,50.0
CUST_0949,32.333333333333336
CUST_0950,67.33333333333333
CUST_0951,48.6
CUST_0952,56.4
CUST_0953,49.333333333333336
CUST_0954,56.0
CUST_0955,63.0
CUST_0956,36.5
CUST_0957,40.75
CUST_0958,92.0
CUST_0959,43.833333333333336
CUST_0960,57.333333333333336
CUST_0961,38.5
CUST_0962,50.5
CUST_0963,48.833333333333336
CUST_0964,40.5
CUST_0965,59.4
CUST_0966,51.22222222222222
CUST_0967,57.666666666666664
CUST_0968,48.5
CUST_0969,50.0
CUST_0970,62.8
CUST_0971,27.333333333333332
CUST_0972,83.0
CUST_0973,81.5
CUST_0974,42.666666666666664
CUST_0975,41.666666666666664
CUST_0976,62.111111111111114
CUST_0977,45.57142857142857
CUST_0978,25.666666666666668
CUST_0979,79.75
CUST_0980,42.25
CUST_0981,26.0
CUST_0982,43.25
CUST_0983,33.666666666666664
CUST_0984,32.0
CUST_0985,55.333333333333336
CUST_0986,68.0
CUST_0987,39.0
CUST_0988,54.285714285714285
CUST_0989,39.0
CUST_0990,88.4
CUST_0991,55.44444444444444
CUST_0992,46.22222222222222
CUST_0993,64.5
CUST_0994,27.0
CUST_0995,52.5
CUST_0996,38.4
CUST_0997,54.0
CUST_0998,21.4
CUST_0999,46.625
CUST_1000,18.666666666666668
CUST_10000,67.0
CUST_1001,54.333333333333336
CUST_1002,45.5
CUST_1003,30.25
CUST_1004,50.0
CUST_1005,8.666666666666666
CUST_1006,60.666666666666664
CUST_1007,59.25
CUST_1008,26.428571428571427
CUST_1009,72.0
CUST_1010,51.0
CUST_1011,61.0
CUST_1012,28.0
CUST_1013,59.25
CUST_1014,32.375
CUST_1015,61.666666666666664
CUST_1016,46.42857142857143
CUST_1017,31.75
CUST_1018,66.75
CUST_1019,34.75
CUST_1020,63.2
CUST_1021,91.5
CUST_1022,56.4
CUST_1023,59.125
CUST_1024,66.0
CUST_1025,27.0
CUST_1026,66.0
CUST_1027,37.714285714285715
CUST_1028,53.333333333333336
CUST_1029,80.0
CUST_1030,50.0
CUST_1031,43.0
CUST_1032,50.42857142857143
CUST_1033,59.666666666666664
CUST_1034,30.0
CUST_1035,23.0
CUST_1036,41.125
CUST_1037,46.0
CUST_1038,51.42857142857143
CUST_1039,56.666666666666664
CUST_1040,33.666666666666664
CUST_1041,48.333333333333336
CUST_1042,47.666666666666664
CUST_1043,33.5
CUST_1044,60.666666666666664
CUST_1045,59.285714285714285
CUST_1046,44.25
CUST_1047,31.555555555555557
CUST_1048,54.4
CUST_1049,41.4
CUST_1050,54.333333333333336
CUST_1051,65.33333333333333
CUST_1052,32.0
CUST_1053,41.857142857142854
CUST_1054,36.5
CUST_1055,26.0
CUST_1056,50.2
CUST_1057,42.333333333333336
CUST_1058,50.25
CUST_1059,51.333333333333336
CUST_1060,37.6
CUST_1061,28.5
CUST_1062,23.0
CUST_1063,51.4
CUST_1064,48.166666666666664
CUST_1065,57.42857142857143
CUST_1066,57.0
CUST_1067,30.5
CUST_1068,50.5
CUST_1069,60.0
CUST_1070,51.333333333333336
CUST_1071,90.0
CUST_1072,34.2
CUST_1073,60.833333333333336
CUST_1074,55.285714285714285
CUST_1075,70.4
CUST_1076,40.0
CUST_1077,50.0
CUST_1078,42.6
CUST_1079,34.0
CUST_1080,26.5
CUST_1081,43.833333333333336
CUST_1082,30.333333333333332
CUST_1083,46.166666666666664
CUST_1084,68.75
CUST_1085,57.0
CUST_1086,41.77777777777778
CUST_1087,76.2
CUST_1088,53.4
CUST_1089,63.44444444444444
CUST_1090,35.0
CUST_1091,83.0
CUST_1092,66.2
CUST_1093,82.33333333333333
CUST_1094,45.57142857142857
CUST_1095,44.8
CUST_1096,53.5
CUST_1097,51.166666666666664
CUST_1098,59.25
CUST_1099,43.75
CUST_1100,45.6
CUST_1101,33.666666666666664
CUST_1102,46.5
CUST_1103,36.0
CUST_1104,73.5
CUST_1105,31.857142857142858
CUST_1106,40.0
CUST_1107,45.0
CUST_1108,30.4
CUST_1109,87.0
CUST_1111,35.333333333333336
CUST_1112,46.666666666666664
CUST_1113,61.0
CUST_1114,34.0
CUST_1115,49.75
CUST_1116,60.666666666666664
CUST_1117,54.888888888888886
CUST_1118,63.666666666666664
CUST_1119,40.5
CUST_1121,46.8
CUST_1122,53.285714285714285
CUST_1123,45.333333333333336
CUST_1124,55.857142857142854
CUST_1125,57.4
CUST_1126,53.0
CUST_1127,38.333333333333336
CUST_1128,53.5
CUST_1129,73.33333333333333
CUST_1130,53.333333333333336
CUST_1131,22.0
CUST_1132,57.0
CUST_1133,31.0
CUST_1134,37.5
CUST_1135,32.333333333333336
CUST_1136,21.6
CUST_1137,54.8
CUST_1138,36.333333333333336
CUST_1139,62.333333333333336
CUST_1140,50.0
CUST_1141,46.6
CUST_1142,13.8
